target_key,seed_rows,exact_label_match_rate,mean_absolute_class_error,mean_confidence,minimum_probability_sum,maximum_probability_sum,mean_true_class_probability
spi12,13,0.7692307692307693,0.23076923076923078,0.7962338397136102,0.9999999511492206,1.000000041720341,0.6964654054206151
spi3,13,0.6923076923076923,0.46153846153846156,0.689845282297868,0.9999999463434506,1.0000000436848495,0.5865254264611465
spi6,13,0.6923076923076923,0.5384615384615384,0.7063463788766128,0.9999999409026259,1.0000000505242497,0.5531142574305145
